STATE_CODE_001_x,STRUCTURE_NUMBER_008,RECORD_TYPE_005A_x,ROUTE_PREFIX_005B_x,SERVICE_LEVEL_005C_x,ROUTE_NUMBER_005D_x,DIRECTION_005E_x,HIGHWAY_DISTRICT_002_x,COUNTY_CODE_003_x,PLACE_CODE_004_x,FEATURES_DESC_006A_x,CRITICAL_FACILITY_006B_x,FACILITY_CARRIED_007_x,LOCATION_009_x,MIN_VERT_CLR_010_x,KILOPOINT_011_x,BASE_HWY_NETWORK_012_x,LRS_INV_ROUTE_013A_x,SUBROUTE_NO_013B_x,LAT_016_x,LONG_017_x,DETOUR_KILOS_019_x,TOLL_020_x,MAINTENANCE_021_x,OWNER_022_x,FUNCTIONAL_CLASS_026_x,YEAR_BUILT_027_x,TRAFFIC_LANES_ON_028A_x,TRAFFIC_LANES_UND_028B_x,ADT_029_x,YEAR_ADT_030_x,DESIGN_LOAD_031_x,APPR_WIDTH_MT_032_x,MEDIAN_CODE_033_x,DEGREES_SKEW_034_x,STRUCTURE_FLARED_035_x,RAILINGS_036A_x,TRANSITIONS_036B_x,APPR_RAIL_036C_x,APPR_RAIL_END_036D_x,HISTORY_037_x,NAVIGATION_038_x,NAV_VERT_CLR_MT_039_x,NAV_HORR_CLR_MT_040_x,OPEN_CLOSED_POSTED_041_x,SERVICE_ON_042A_x,SERVICE_UND_042B_x,STRUCTURE_KIND_043A_x,STRUCTURE_TYPE_043B_x,APPR_KIND_044A_x,APPR_TYPE_044B_x,MAIN_UNIT_SPANS_045_x,APPR_SPANS_046_x,HORR_CLR_MT_047_x,MAX_SPAN_LEN_MT_048_x,STRUCTURE_LEN_MT_049_x,LEFT_CURB_MT_050A_x,RIGHT_CURB_MT_050B_x,ROADWAY_WIDTH_MT_051_x,DECK_WIDTH_MT_052_x,VERT_CLR_OVER_MT_053_x,VERT_CLR_UND_REF_054A_x,VERT_CLR_UND_054B_x,LAT_UND_REF_055A_x,LAT_UND_MT_055B_x,LEFT_LAT_UND_MT_056_x,DECK_COND_058_x,SUPERSTRUCTURE_COND_059_x,SUBSTRUCTURE_COND_060_x,CHANNEL_COND_061_x,CULVERT_COND_062_x,OPR_RATING_METH_063_x,OPERATING_RATING_064_x,INV_RATING_METH_065_x,INVENTORY_RATING_066_x,STRUCTURAL_EVAL_067_x,DECK_GEOMETRY_EVAL_068_x,UNDCLRENCE_EVAL_069_x,POSTING_EVAL_070_x,WATERWAY_EVAL_071_x,APPR_ROAD_EVAL_072_x,WORK_PROPOSED_075A_x,WORK_DONE_BY_075B_x,IMP_LEN_MT_076_x,DATE_OF_INSPECT_090_x,INSPECT_FREQ_MONTHS_091_x,FRACTURE_092A_x,UNDWATER_LOOK_SEE_092B_x,SPEC_INSPECT_092C_x,FRACTURE_LAST_DATE_093A_x,UNDWATER_LAST_DATE_093B_x,SPEC_LAST_DATE_093C_x,BRIDGE_IMP_COST_094_x,ROADWAY_IMP_COST_095_x,TOTAL_IMP_COST_096_x,YEAR_OF_IMP_097_x,OTHER_STATE_CODE_098A_x,OTHER_STATE_PCNT_098B_x,OTHR_STATE_STRUC_NO_099_x,STRAHNET_HIGHWAY_100_x,PARALLEL_STRUCTURE_101_x,TRAFFIC_DIRECTION_102_x,TEMP_STRUCTURE_103_x,HIGHWAY_SYSTEM_104_x,FEDERAL_LANDS_105_x,YEAR_RECONSTRUCTED_106_x,DECK_STRUCTURE_TYPE_107_x,SURFACE_TYPE_108A_x,MEMBRANE_TYPE_108B_x,DECK_PROTECTION_108C_x,PERCENT_ADT_TRUCK_109_x,NATIONAL_NETWORK_110_x,PIER_PROTECTION_111_x,BRIDGE_LEN_IND_112_x,SCOUR_CRITICAL_113_x,FUTURE_ADT_114_x,YEAR_OF_FUTURE_ADT_115_x,MIN_NAV_CLR_MT_116_x,FED_AGENCY_x,SUBMITTED_BY_x,BRIDGE_CONDITION_x,LOWEST_RATING_x,DECK_AREA_x,STATE_CODE_001_y,RECORD_TYPE_005A_y,ROUTE_PREFIX_005B_y,SERVICE_LEVEL_005C_y,ROUTE_NUMBER_005D_y,DIRECTION_005E_y,HIGHWAY_DISTRICT_002_y,COUNTY_CODE_003_y,PLACE_CODE_004_y,FEATURES_DESC_006A_y,CRITICAL_FACILITY_006B_y,FACILITY_CARRIED_007_y,LOCATION_009_y,MIN_VERT_CLR_010_y,KILOPOINT_011_y,BASE_HWY_NETWORK_012_y,LRS_INV_ROUTE_013A_y,SUBROUTE_NO_013B_y,LAT_016_y,LONG_017_y,DETOUR_KILOS_019_y,TOLL_020_y,MAINTENANCE_021_y,OWNER_022_y,FUNCTIONAL_CLASS_026_y,YEAR_BUILT_027_y,TRAFFIC_LANES_ON_028A_y,TRAFFIC_LANES_UND_028B_y,ADT_029_y,YEAR_ADT_030_y,DESIGN_LOAD_031_y,APPR_WIDTH_MT_032_y,MEDIAN_CODE_033_y,DEGREES_SKEW_034_y,STRUCTURE_FLARED_035_y,RAILINGS_036A_y,TRANSITIONS_036B_y,APPR_RAIL_036C_y,APPR_RAIL_END_036D_y,HISTORY_037_y,NAVIGATION_038_y,NAV_VERT_CLR_MT_039_y,NAV_HORR_CLR_MT_040_y,OPEN_CLOSED_POSTED_041_y,SERVICE_ON_042A_y,SERVICE_UND_042B_y,STRUCTURE_KIND_043A_y,STRUCTURE_TYPE_043B_y,APPR_KIND_044A_y,APPR_TYPE_044B_y,MAIN_UNIT_SPANS_045_y,APPR_SPANS_046_y,HORR_CLR_MT_047_y,MAX_SPAN_LEN_MT_048_y,STRUCTURE_LEN_MT_049_y,LEFT_CURB_MT_050A_y,RIGHT_CURB_MT_050B_y,ROADWAY_WIDTH_MT_051_y,DECK_WIDTH_MT_052_y,VERT_CLR_OVER_MT_053_y,VERT_CLR_UND_REF_054A_y,VERT_CLR_UND_054B_y,LAT_UND_REF_055A_y,LAT_UND_MT_055B_y,LEFT_LAT_UND_MT_056_y,DECK_COND_058_y,SUPERSTRUCTURE_COND_059_y,SUBSTRUCTURE_COND_060_y,CHANNEL_COND_061_y,CULVERT_COND_062_y,OPR_RATING_METH_063_y,OPERATING_RATING_064_y,INV_RATING_METH_065_y,INVENTORY_RATING_066_y,STRUCTURAL_EVAL_067_y,DECK_GEOMETRY_EVAL_068_y,UNDCLRENCE_EVAL_069_y,POSTING_EVAL_070_y,WATERWAY_EVAL_071_y,APPR_ROAD_EVAL_072_y,WORK_PROPOSED_075A_y,WORK_DONE_BY_075B_y,IMP_LEN_MT_076_y,DATE_OF_INSPECT_090_y,INSPECT_FREQ_MONTHS_091_y,FRACTURE_092A_y,UNDWATER_LOOK_SEE_092B_y,SPEC_INSPECT_092C_y,FRACTURE_LAST_DATE_093A_y,UNDWATER_LAST_DATE_093B_y,SPEC_LAST_DATE_093C_y,BRIDGE_IMP_COST_094_y,ROADWAY_IMP_COST_095_y,TOTAL_IMP_COST_096_y,YEAR_OF_IMP_097_y,OTHER_STATE_CODE_098A_y,OTHER_STATE_PCNT_098B_y,OTHR_STATE_STRUC_NO_099_y,STRAHNET_HIGHWAY_100_y,PARALLEL_STRUCTURE_101_y,TRAFFIC_DIRECTION_102_y,TEMP_STRUCTURE_103_y,HIGHWAY_SYSTEM_104_y,FEDERAL_LANDS_105_y,YEAR_RECONSTRUCTED_106_y,DECK_STRUCTURE_TYPE_107_y,SURFACE_TYPE_108A_y,MEMBRANE_TYPE_108B_y,DECK_PROTECTION_108C_y,PERCENT_ADT_TRUCK_109_y,NATIONAL_NETWORK_110_y,PIER_PROTECTION_111_y,BRIDGE_LEN_IND_112_y,SCOUR_CRITICAL_113_y,FUTURE_ADT_114_y,YEAR_OF_FUTURE_ADT_115_y,MIN_NAV_CLR_MT_116_y,FED_AGENCY_y,SUBMITTED_BY_y,BRIDGE_CONDITION_y,LOWEST_RATING_y,DECK_AREA_y,_merge,LAT_016_dd,LONG_017_dd,DECK_COND_058_Category,CHANNEL_COND_061_Category,CULVERT_COND_062_Category
48,022200ZS1152001,1,5,1,00000,0,2,439,27000,'Trib Sycamore Creek',,'Sandra Dr','0.09 MI NE of Westcreek',99.99,0.145,0.0,,,32391520,97213621,2,3,4,4,19,1960,2,0,288,2020,0,9.1,0,0,0,0,N,0,0,4,0,0.0,0.0,A,1,5,1,19,0,0,4,0,9.1,1.8,10.4,0.0,0.0,0.0,0.0,99.99,N,0.0,N,99.9,0.0,N,N,N,8,7,0,32.7,0,24.5,6,N,N,5,7,8,,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,N,N,N,N,3.0,0,,Y,8,288,2040,,N,48,G,7,94.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.654222222222224,-97.36005833333333,1,1,1
48,022200ZS4290001,1,5,1,00000,0,2,439,27000,'Trib Dosier Creek',,'Shoshoni Dr','0.1 MI N OF CIBOLO HILLS',99.99,0.145,0.0,,,32543935,97244723,159,3,4,4,19,2021,2,0,200,2021,A,11.0,0,0,0,0,0,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,5,0,10.9,2.4,14.6,1.8,1.8,10.9,22.5,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,C,54.4,C,32.7,7,7,N,5,9,8,,,0.0,222,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,2,1,0,0,0.0,0,,Y,8,1500,2040,,N,48,G,7,328.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.91093055555555,-97.41311944444445,1,1,1
48,022200ZS4960001,1,5,1,00000,0,2,439,27000,'Trib Live Oak Creek',,'Soaring Hill Blvd','0.09 MI S of White Settle',99.99,0.15,0.0,,,32455838,97312571,3,3,4,4,19,2014,2,0,288,2020,0,11.0,0,30,0,0,N,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,3,0,11.0,3.0,11.6,1.5,1.5,11.0,26.4,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,0,32.7,0,24.5,6,8,N,5,7,8,,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,1,1,0,0,3.0,0,,Y,8,288,2040,,N,48,G,7,306.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.766216666666665,-97.52380833333333,1,1,1
48,022200ZS5303001,1,5,1,00000,0,2,439,27000,'Trib Clear Fk Trinity Ri',,'South Dr','0.60 MI NE of IH 20',99.99,0.966,0.0,,,32410049,97224960,2,3,4,4,17,1975,2,0,3356,2019,0,12.2,0,99,0,0,0,0,0,4,0,0.0,0.0,A,1,5,1,19,0,0,1,0,12.1,4.9,7.3,0.0,0.0,0.0,0.0,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,0,32.7,0,24.5,6,N,N,5,6,8,,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,N,N,N,N,3.0,0,,Y,8,4656,2040,,N,48,G,7,89.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.68346944444444,-97.38044444444444,1,1,1
48,022200ZS5835001,1,5,1,00000,0,2,439,27000,'Trib Big Fossil Creek',,'Spanish Needle Tr','0.1 MI E OF US 81 NB FR',99.99,0.153,0.0,,,32545724,97204787,3,3,4,4,17,2018,2,0,1200,2021,0,11.0,0,0,0,0,0,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,8,0,10.8,2.4,21.0,1.8,1.9,10.8,23.2,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,0,32.7,0,24.5,6,6,N,5,9,8,,,0.0,222,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,1,1,0,0,2.0,0,,Y,4,2200,2040,,N,48,G,7,487.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.9159,-97.34663055555555,1,1,1
48,022200ZS8750001,1,5,1,00000,0,2,439,27000,'Trib Sycamore Creek',,'Sycamore Brook Dr','0.07 MI S of Flora Dr',99.99,0.113,0.0,,,32372274,97212919,2,3,4,4,19,2021,2,0,288,2020,0,8.8,0,0,0,1,0,0,0,5,0,0.0,0.0,A,1,5,5,2,0,0,3,0,8.8,22.9,69.2,1.8,1.8,8.8,13.1,99.99,N,0.0,N,99.9,0.0,7,8,8,7,N,0,32.7,0,24.5,6,6,N,5,7,8,,,0.0,222,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,1,0,0,0,3.0,0,,Y,5,288,2040,,N,48,G,7,906.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.62298333333333,-97.35810833333333,1,1,1
48,022200ZT2641001,1,5,1,00000,0,2,439,27000,'Trib W Fk Trinity River',,'Terminal Rd','0.6 MI E of Blue Mound Rd',99.99,0.966,0.0,,,32490279,97195879,3,3,4,4,17,1998,2,0,9165,2019,0,14.6,0,30,0,0,N,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,3,0,14.6,3.0,11.3,1.7,1.7,14.6,20.7,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,0,32.7,0,24.5,6,9,N,5,6,8,,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,1,1,0,0,3.0,0,,Y,8,12831,2040,,N,48,G,7,233.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.81744166666667,-97.33299722222222,1,1,1
48,022200ZT3762001,1,5,1,00000,0,2,439,27000,'Trib Big Fossil Creek',,'Thompson Rd','0.07 MI E OF IH 35W NB FR',99.99,0.172,0.0,,,32532339,97185472,2,3,4,4,17,2018,2,0,800,2021,0,10.4,2,13,0,0,0,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,6,0,7.1,3.7,23.2,4.1,4.4,12.1,24.4,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,0,32.7,0,24.5,6,7,N,5,9,8,,,0.0,222,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,1,1,0,0,1.0,0,,Y,8,2500,2040,,N,48,G,7,566.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.889830555555555,-97.31519999999999,1,1,1
48,022200ZT8001010,1,5,1,00000,0,2,439,27000,'Walker Branch',,'Trinity Blvd','2.00 MI E of IH 820',99.99,3.219,0.0,,,32480762,97104608,3,3,4,4,16,1980,4,0,14400,2020,0,14.9,0,45,0,0,N,0,0,4,0,0.0,0.0,A,1,5,3,19,0,0,5,0,14.9,3.0,23.2,0.0,0.0,0.0,0.0,99.99,N,0.0,N,99.9,0.0,N,N,N,5,4,1,54.4,1,32.7,4,N,N,5,6,8,,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,N,N,N,N,3.0,0,,Y,2,20160,2040,,N,48,P,4,345.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.80211666666666,-97.17946666666667,1,0,0
48,022200ZT8001011,1,5,1,00000,0,2,439,27000,'Lorean Branch',,'Trinity Blvd','2.20 MI E of IH 820',99.99,3.541,0.0,,,32480722,97103620,3,3,4,4,16,1980,4,0,14400,2020,0,14.9,0,30,0,0,N,0,0,4,0,0.0,0.0,A,1,5,3,19,0,0,5,0,14.9,2.1,14.3,0.0,0.0,0.0,0.0,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,1,54.4,1,32.7,7,N,N,5,6,8,,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,N,N,N,N,3.0,0,,Y,8,20160,2040,,N,48,G,7,213.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.80200555555555,-97.17672222222222,1,1,1
48,022200ZT8001012,1,5,1,00000,0,2,439,27000,'Trib Walker Branch',,'Trinity Blvd','2.80 M E of IH 820',99.99,4.506,0.0,,,32480775,97095530,2,3,4,4,16,2016,4,0,14400,2020,0,16.8,0,0,0,1,1,1,1,5,0,0.0,0.0,A,1,5,2,1,0,0,3,0,16.9,9.1,25.0,1.8,0.0,16.9,19.5,99.99,N,0.0,N,99.9,0.0,7,7,7,8,N,0,32.7,0,24.5,6,5,N,5,6,8,,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,1,0,0,0,3.0,0,,Y,5,20160,2040,,N,48,G,7,487.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.80215277777778,-97.16536111111111,1,1,1
48,022200ZT9710001,1,5,1,00000,0,2,439,27000,'Drainage Ditch',,'Twin Pines Dr','0.25 MI NW OF TIMBERLAND',99.99,0.402,0.0,,,32571645,97171151,2,3,4,4,19,2009,2,0,200,2020,0,8.5,0,0,0,0,0,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,4,0,8.6,2.4,10.7,1.2,1.2,0.0,0.0,99.99,N,0.0,N,99.9,0.0,N,N,N,6,7,0,32.7,0,24.5,6,N,N,5,9,8,,,0.0,222,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,N,N,N,N,1.0,0,,Y,8,450,2040,,N,48,G,7,90.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.954569444444445,-97.28653055555556,1,1,1
48,022200ZV4465001,1,5,1,00000,0,2,439,27000,'Drainage Ditch',,'Victory Ln','0.5 MI E OF INDEPENDENCE',99.99,0.75,0.0,,,32585448,97143617,2,3,4,4,19,1990,2,0,1500,2021,0,12.2,0,45,0,0,0,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,2,0,12.1,2.7,8.8,1.5,1.5,0.0,0.0,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,0,32.7,0,24.5,6,N,N,5,7,8,,,0.0,222,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,N,N,N,N,8.0,0,,Y,8,2200,2040,,N,48,G,7,107.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.9818,-97.24338055555556,1,1,1
48,022200ZW0180001,1,5,1,00000,0,2,439,27000,'Trib Big Fossil Creek',,'Wagley Robertson','0.2 MI S OF BASKET WILLOW',99.99,0.32,0.0,,,32555812,97222896,2,3,4,4,19,2017,4,0,1000,2021,A,17.1,2,34,0,0,0,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,3,0,8.5,2.7,12.2,1.3,1.5,0.0,0.0,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,C,54.4,C,32.7,7,N,N,5,9,8,,,0.0,222,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,N,N,N,N,0.0,0,,Y,8,4500,2040,,N,48,G,7,208.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.93281111111111,-97.37471111111111,1,1,1
48,022200ZW1542001,1,5,1,00000,0,2,439,27000,'Trib Clear Fk Trinity Ri',,'Watercourse Dr','0.40 MI NE of Bellaire Dr',99.99,0.644,0.0,,,32415336,97245667,2,3,4,4,19,2018,2,0,288,2020,0,7.9,0,15,0,1,0,0,0,5,0,0.0,0.0,A,1,5,5,2,5,2,1,2,8.0,33.5,64.6,1.9,3.4,8.0,14.1,99.99,N,0.0,N,99.9,0.0,7,8,7,7,N,0,32.7,0,24.5,6,5,N,5,7,8,,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,1,0,0,0,3.0,0,,Y,5,288,2040,,N,48,G,7,910.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.69815555555555,-97.41574166666668,1,1,1
48,022200ZW1550001,1,5,1,00000,0,2,439,27000,'Trib Marine Creek',,'Waterfowl Ln','0.05 MI N OF FALCONER WAY',99.99,0.076,0.0,,,32514806,97241451,159,3,4,4,19,2021,2,0,150,2021,A,8.5,0,0,0,0,0,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,3,0,8.4,2.1,7.9,1.5,1.5,8.4,15.8,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,C,54.4,C,32.7,7,5,N,5,9,8,,,0.0,222,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,2,1,0,0,0.0,0,,Y,8,450,2040,,N,48,G,7,124.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.863350000000004,-97.40403055555556,1,1,1
48,022200ZW1611001,1,5,1,00000,0,2,439,27000,'Deer Creek',,'Water Lily Ln','0.30 MI E of S Hulen St',99.99,0.483,0.0,,,32351430,97233572,3,3,4,4,19,2021,2,0,288,2020,0,11.0,0,19,0,0,0,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,6,0,11.0,3.0,20.7,1.8,0.0,11.0,21.3,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,0,32.7,0,24.5,6,8,N,5,7,8,,,0.0,222,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,1,1,0,0,3.0,0,,Y,8,288,2040,,N,48,G,7,440.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.58730555555556,-97.39325555555556,1,1,1
48,022200ZW4570005,1,5,1,00000,0,2,439,27000,'FWWRR Rupert Trinity Byp',,'White Settlement R','0.2 Mi W of SH 199',99.99,0.322,0.0,,,32453233,97205604,2,3,4,4,16,2016,4,2,14000,2022,A,14.6,0,13,0,1,N,1,1,5,0,0.0,0.0,A,5,8,0,0,0,0,3,2,17.7,69.8,289.3,2.6,2.6,17.7,24.9,99.99,H,5.82,H,0.8,0.0,7,8,8,7,N,C,54.4,C,32.7,8,5,3,5,9,8,,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,1,0,0.0,1,1,8,1,0.0,0,,Y,6,16400,2043,,N,48,G,7,7203.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.75898055555555,-97.3489,1,1,1
48,022200ZW9455001,1,5,1,00000,0,2,439,27000,'Henrietta Creek',,'Wysong Dr','0.05 MI S OF PINE VALLEY',99.99,0.15,0.0,,,32582611,97233876,2,3,4,4,19,2021,2,0,500,2021,A,8.5,0,23,0,0,0,0,0,5,0,0.0,0.0,A,1,5,1,19,0,0,5,0,8.4,2.4,17.7,1.6,1.5,8.4,18.7,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,C,54.4,C,32.7,7,5,N,5,9,8,,,0.0,222,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,2,1,0,0,0.0,0,,Y,8,1500,2040,,N,48,G,7,330.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.97391944444445,-97.39410000000001,1,1,1
48,022200ZZ3325001,1,5,1,00000,0,2,439,27000,'Trib W Fk Trinity River',,'NW 20th St','0.50 MI NW of E Long Ave',99.99,0.805,0.0,,,32474982,97232061,2,3,4,4,19,1960,2,0,288,2020,0,8.5,0,60,0,0,N,0,0,4,0,0.0,0.0,A,1,5,1,19,0,0,2,0,8.5,2.1,9.8,0.0,0.0,8.5,21.6,99.99,N,0.0,N,99.9,0.0,N,N,N,7,7,0,32.7,0,24.5,6,6,N,5,7,8,,,0.0,322,24,N  ,N  ,N  ,,,,0.0,0.0,0.0,,,,               ,0,N,2,,0,0,0.0,1,1,0,0,3.0,0,,Y,8,288,2040,,N,48,G,7,211.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,32.79717222222222,-97.38905833333334,1,1,1
